0.88307,0.033789,5.2556
0.12192,0.85945,1.2758
0.29026,0.52856,2.6394
0.062342,0.97546,0.93228
0.14353,0.87722,1.1715
0.067965,0.16134,3.2605
0.18509,0.35338,2.8122
0.76868,0.058007,5.0605
0.89768,0.44412,3.8436
0.51827,0.44109,3.4239
0.84463,0.3267,3.9661
0.22876,0.9144,1.3912
0.42837,0.49456,2.8454
0.36829,0.71024,2.1676
0.69605,0.66464,2.8297
0.94438,0.83178,2.8681
0.21789,0.25804,3.225
0.753,0.76924,2.8719
0.51984,0.41057,3.4851
0.76007,0.055657,4.9236
0.88087,0.87065,2.9007
0.23748,0.9723,1.1329
0.93969,0.11698,5.2725
0.027152,0.50831,2.4089
0.56151,0.75557,2.1205
0.89045,0.10999,4.7253
0.16699,0.033864,3.9822
0.42524,0.4411,2.9969
0.3269,0.12978,3.8599
0.56759,0.9716,2.0334
0.82699,0.94015,2.2058
0.39168,0.93312,1.2895
0.62135,0.98376,1.8095
0.96515,0.69304,3.3889
0.82847,0.70248,3.1541
0.8134,0.37131,4.1138
0.95509,0.064106,4.9328
0.18312,0.44345,2.4952
0.67043,0.54299,3.1638
0.7356,0.54016,2.8821
0.81955,0.78628,2.5172
0.68102,0.60141,3.2122
0.33006,0.94701,1.099
0.034692,0.63122,1.7243
0.12019,0.87884,0.75206
0.28371,0.12269,3.7583
0.83824,0.81355,2.9121
0.90135,0.9776,2.5983
0.44995,0.23124,3.6191
0.98854,0.91274,2.5428
